episode_id,episode_number,episode_start,episode_end,episode_days,carry_day,omit_block_days,best_entry,best_exit,best_cagr,full_opt_cagr_without_episode,full_opt_episode_block_return,included_return_days,same_as_full_optimum,entry_shift,exit_shift,best_cagr_pct,full_opt_cagr_without_episode_pct,full_opt_episode_block_return_pct
50,51,2019-04-05,2019-04-08,2,2019-04-09,3,70.1,68.9,1.0713324504544461,1.0713324504544461,0.07627760483142465,3841,True,0.0,0.0,107.13324504544461,107.13324504544461,7.627760483142465
51,52,2019-04-12,2019-04-16,3,2019-04-17,4,70.1,68.9,1.0841728013222176,1.0841728013222176,-0.017615476536029018,3840,True,0.0,0.0,108.41728013222176,108.41728013222176,-1.7615476536029018
52,53,2019-04-23,2019-04-30,6,2019-05-01,7,70.1,68.9,1.0638306918798355,1.0638306918798355,0.15063265615821675,3837,True,0.0,0.0,106.38306918798355,106.38306918798355,15.063265615821674
53,54,2019-07-03,2019-07-05,2,2019-07-08,3,70.1,68.9,1.073933911024627,1.073933911024627,0.05588299984031364,3841,True,0.0,0.0,107.39339110246272,107.39339110246272,5.588299984031364
54,55,2019-07-12,2019-07-15,2,2019-07-16,3,70.1,68.9,1.0808657123749805,1.0808657123749805,0.0035243014400880845,3841,True,0.0,0.0,108.08657123749805,108.08657123749805,0.35243014400880845
55,56,2019-11-08,2019-11-08,1,2019-11-11,2,70.1,68.9,1.079945380305546,1.079945380305546,0.007381901679688552,3842,True,0.0,0.0,107.99453803055461,107.99453803055461,0.7381901679688552
56,57,2019-11-13,2019-11-20,6,2019-11-21,7,70.1,68.9,1.0914542195548504,1.0914542195548504,-0.060241709029207335,3837,True,0.0,0.0,109.14542195548505,109.14542195548505,-6.0241709029207335
57,58,2019-11-25,2019-11-29,4,2019-12-02,5,70.1,68.9,1.0640554824568431,1.0640554824568431,0.1421383184887859,3839,True,0.0,0.0,106.40554824568432,106.40554824568432,14.213831848878588
58,59,2019-12-16,2020-01-02,12,2020-01-03,13,70.1,68.9,1.0809729056329802,1.0809729056329802,0.032325190464478126,3831,True,0.0,0.0,108.09729056329802,108.09729056329802,3.2325190464478126
59,60,2020-01-09,2020-01-09,1,2020-01-10,2,70.1,68.9,1.0788368176369336,1.0788368176369336,0.015603215002032877,3842,True,0.0,0.0,107.88368176369336,107.88368176369336,1.5603215002032877
60,61,2020-01-13,2020-01-23,8,2020-01-24,9,70.1,68.9,1.0685354497728157,1.0685354497728157,0.11785315421346176,3835,True,0.0,0.0,106.85354497728157,106.85354497728157,11.785315421346176
61,62,2020-06-05,2020-06-10,4,2020-06-11,5,70.1,68.9,0.9906609974943357,0.9906609974943357,0.9827183337950285,3839,True,0.0,0.0,99.06609974943356,99.06609974943356,98.27183337950285
62,63,2020-08-10,2020-08-10,1,2020-08-11,2,70.1,68.9,1.0726606713537241,1.0726606713537241,0.06273475624952773,3842,True,0.0,0.0,107.26606713537241,107.26606713537241,6.273475624952773
63,64,2020-08-24,2020-09-02,8,2020-09-03,9,70.1,68.9,1.0118814957671791,1.0118814957671791,0.7057901477050121,3835,True,0.0,0.0,101.1881495767179,101.1881495767179,70.57901477050122
64,65,2021-01-08,2021-01-08,1,2021-01-11,2,70.1,68.9,1.0615258181549914,1.0615258181549914,0.15369732712657558,3842,True,0.0,0.0,106.15258181549913,106.15258181549913,15.369732712657559
65,66,2021-04-08,2021-04-19,8,2021-04-20,9,70.1,68.9,1.0783628920787742,1.0783628920787742,0.040062229858719656,3835,True,0.0,0.0,107.83628920787743,107.83628920787743,4.006222985871966
66,67,2021-07-02,2021-07-07,3,2021-07-08,4,70.1,68.9,1.0521279631953613,1.0521279631953613,0.24400752801516745,3840,True,0.0,0.0,105.21279631953612,105.21279631953612,24.400752801516745
67,68,2021-11-02,2021-11-09,6,2021-11-10,7,70.1,68.9,1.068369676055669,1.068369676055669,0.11278037567733978,3837,True,0.0,0.0,106.83696760556688,106.83696760556688,11.278037567733978
68,69,2021-11-16,2021-11-16,1,2021-11-17,2,70.1,68.9,1.0736138833564848,1.0736138833564848,0.05531103187316044,3842,True,0.0,0.0,107.36138833564848,107.36138833564848,5.531103187316044
69,70,2022-08-12,2022-08-18,5,2022-08-19,6,70.1,68.9,1.074772222084445,1.074772222084445,0.05855661363778575,3838,True,0.0,0.0,107.47722220844449,107.47722220844449,5.855661363778575
70,71,2023-06-12,2023-06-20,6,2023-06-21,7,70.1,68.9,1.0940921662605314,1.0940921662605314,-0.07810618856464047,3837,True,0.0,0.0,109.40921662605314,109.40921662605314,-7.810618856464046
71,72,2023-07-03,2023-07-03,1,2023-07-05,2,70.1,68.9,1.0751529271953597,1.0751529271953597,0.04344117885576604,3842,True,0.0,0.0,107.51529271953598,107.51529271953598,4.344117885576604
72,73,2023-07-13,2023-07-19,5,2023-07-20,6,70.1,68.9,1.0775612826560783,1.0775612826560783,0.03711886883539739,3838,True,0.0,0.0,107.75612826560783,107.75612826560783,3.711886883539739
73,74,2023-07-24,2023-07-26,3,2023-07-27,4,70.1,68.4,1.077329558418449,1.0763154808663749,0.040585592566047435,3840,False,0.0,-0.5,107.7329558418449,107.63154808663748,4.0585592566047435
74,75,2023-07-31,2023-07-31,1,2023-08-01,2,70.1,68.9,1.0776802651530133,1.0776802651530133,0.02425668599951991,3842,True,0.0,0.0,107.76802651530133,107.76802651530133,2.425668599951991
75,76,2023-11-20,2023-12-01,9,2023-12-04,10,70.1,68.9,1.0977947824739807,1.0977947824739807,-0.09462240140054623,3834,True,0.0,0.0,109.77947824739806,109.77947824739806,-9.462240140054623
76,77,2023-12-11,2023-12-19,7,2023-12-20,8,70.1,68.9,1.0638510660773677,1.0638510660773677,0.15377238274775906,3836,True,0.0,0.0,106.38510660773677,106.38510660773677,15.377238274775905
77,78,2023-12-21,2023-12-29,6,2024-01-02,7,70.1,68.9,1.1051217010625285,1.1051217010625285,-0.14897244303757506,3837,True,0.0,0.0,110.51217010625285,110.51217010625285,-14.897244303757507
78,79,2024-01-23,2024-01-30,6,2024-01-31,7,70.1,68.9,1.062306346634366,1.062306346634366,0.1636506153685684,3837,True,0.0,0.0,106.2306346634366,106.2306346634366,16.36506153685684
79,80,2024-02-07,2024-02-12,4,2024-02-13,5,70.1,68.9,1.0530863761187716,1.0530863761187716,0.23871870573912868,3839,True,0.0,0.0,105.30863761187716,105.30863761187716,23.87187057391287
80,81,2024-03-01,2024-03-04,2,2024-03-05,3,70.1,68.9,1.0649250776176808,1.0649250776176808,0.12832096962066286,3841,True,0.0,0.0,106.49250776176808,106.49250776176808,12.832096962066286
81,82,2024-05-21,2024-05-21,1,2024-05-22,2,70.1,68.9,1.0742913381543473,1.0742913381543473,0.050068539236520104,3842,True,0.0,0.0,107.42913381543472,107.42913381543472,5.00685392365201
82,83,2024-06-12,2024-06-21,7,2024-06-24,8,70.1,68.9,1.0709618190773345,1.0709618190773345,0.09491933633569993,3836,True,0.0,0.0,107.09618190773344,107.09618190773344,9.491933633569992
83,84,2024-06-26,2024-06-27,2,2024-06-28,3,70.1,68.9,1.0790246455404593,1.0790246455404593,0.017155131357299513,3841,True,0.0,0.0,107.90246455404593,107.90246455404593,1.7155131357299513
84,85,2024-07-02,2024-07-16,10,2024-07-17,11,70.1,68.9,1.0722192143285367,1.0722192143285367,0.09430044626332679,3833,True,0.0,0.0,107.22192143285368,107.22192143285368,9.430044626332679
85,86,2024-12-04,2024-12-04,1,2024-12-05,2,70.1,68.9,1.0751954684954574,1.0751954684954574,0.04311510714323652,3842,True,0.0,0.0,107.51954684954575,107.51954684954575,4.311510714323652
86,87,2025-06-27,2025-07-03,5,2025-07-07,6,70.1,68.9,1.0832657477511396,1.0832657477511396,-0.005300264308149449,3838,True,0.0,0.0,108.32657477511395,108.32657477511395,-0.5300264308149449
87,88,2025-07-09,2025-07-10,2,2025-07-11,3,70.1,68.9,1.0795145070515884,1.0795145070515884,0.013509154097877563,3841,True,0.0,0.0,107.95145070515883,107.95145070515883,1.3509154097877563
88,89,2025-07-23,2025-07-30,6,2025-07-31,7,70.1,68.9,1.084450988035591,1.084450988035591,-0.011001183650665824,3837,True,0.0,0.0,108.4450988035591,108.4450988035591,-1.1001183650665824
89,90,2025-09-15,2025-09-15,1,2025-09-16,2,70.1,68.9,1.073064677227773,1.073064677227773,0.0595815399491868,3842,True,0.0,0.0,107.3064677227773,107.3064677227773,5.95815399491868
90,91,2025-09-19,2025-09-22,2,2025-09-23,3,70.1,68.9,1.070529529540749,1.070529529540749,0.08265670001766035,3841,True,0.0,0.0,107.05295295407491,107.05295295407491,8.265670001766035
91,92,2025-10-06,2025-10-06,1,2025-10-07,2,70.1,68.9,1.0725587390789069,1.0725587390789069,0.06353190381173657,3842,True,0.0,0.0,107.25587390789069,107.25587390789069,6.353190381173657
92,93,2025-10-08,2025-10-08,1,2025-10-09,2,70.1,68.9,1.0762671262553423,1.0762671262553423,0.034936752250575465,3842,True,0.0,0.0,107.62671262553422,107.62671262553422,3.4936752250575465
93,94,2026-04-16,2026-04-17,2,,2,70.1,68.9,1.0826325386762332,1.0826325386762332,-0.012253715138378252,3842,True,0.0,0.0,108.26325386762332,108.26325386762332,-1.2253715138378252
