Date,n_tqqq_pct,m_soxl_pct,signal_below_sma,tqqq_sma160_anchor_drawdown_pct,TQQQ_OPEN,SOXL_OPEN,base_target_regime_at_open,selected_leg,action,strategy_return,strategy_equity,SOXL_SOURCE
2006-01-13,17.0,28.0,False,0.0,0.5805959860251311,0.7323364394377347,TQQQ,TQQQ,exit_uvix,0.01920026054666879,1.1091558751934416,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-17,17.0,28.0,False,0.0,0.5663675127848334,0.7147411293011504,TQQQ,TQQQ,,-0.01803558256099147,1.0891516028333816,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-18,17.0,28.0,False,0.0,0.5413611329135771,0.6656913484724238,TQQQ,TQQQ,,-0.03434731478315467,1.051742169884286,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-19,17.0,28.0,False,0.0,0.557244218326524,0.7109635516642998,TQQQ,TQQQ,,0.023053227384868924,1.0759882212768839,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-20,17.0,28.0,False,0.0,0.5552972716078055,0.743778248845316,TQQQ,TQQQ,,-0.09303849789721452,0.9758798934141869,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-23,17.0,28.0,False,0.0,0.5138940509579328,0.6674896334176847,TQQQ,TQQQ,,-0.00033438267590135684,0.9755535760840688,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-24,17.0,28.0,False,0.0,0.5150637558116915,0.6756696368225453,TQQQ,TQQQ,,0.01756122449610298,0.9926854914416572,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-25,17.0,28.0,False,0.0,0.5255881340500527,0.6963091626909107,TQQQ,TQQQ,,-0.016596247187733226,0.976210637646015,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-26,17.0,28.0,False,0.0,0.5189926553374081,0.7088684720726527,TQQQ,TQQQ,,0.0239385288935543,0.9995796842014992,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-27,17.0,28.0,False,0.0,0.5297262160775573,0.8196388321195663,TQQQ,TQQQ,,0.03639909916926931,1.0359634842543366,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-30,17.0,28.0,False,0.0,0.542353882214476,0.8096282411441583,TQQQ,TQQQ,,0.003907619921081684,1.040011635802922,synthetic_3x_semiconductor_ohlc_fee_financing
2006-01-31,17.0,28.0,False,0.0,0.5433055136039908,0.8023142850066125,TQQQ,TQQQ,,-0.004921777003351502,1.0348929304506094,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-01,17.0,28.0,False,0.0,0.527731062553324,0.7590455508996312,TQQQ,TQQQ,,0.003786186666584257,1.0388112282652238,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-02,17.0,28.0,False,0.0,0.5384230840992581,0.7870050320868092,TQQQ,TQQQ,,-0.04791765499729961,0.9890338302218897,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-03,17.0,28.0,False,0.0,0.5045552516939308,0.7477442065508774,TQQQ,TQQQ,,-0.03799365315759162,0.9514568219153149,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-06,17.0,28.0,False,0.0,0.49583045128663383,0.7237063523353175,TQQQ,TQQQ,,-0.0127930532621362,0.9392847841159294,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-07,17.0,28.0,False,0.0,0.488917927536985,0.7660439531523849,TQQQ,TQQQ,,-0.010511908146856874,0.9294111087415625,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-08,17.0,28.0,False,0.0,0.49662352399464915,0.7889484550755,TQQQ,TQQQ,,0.03363936052512617,0.9606759041045771,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-09,17.0,28.0,False,0.0,0.5061155675769345,0.8041648743541296,TQQQ,TQQQ,,-0.02963122662370754,0.9322098986781193,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-10,17.0,28.0,False,0.0,0.48750322990361283,0.7947046068456547,TQQQ,TQQQ,,0.017341798008317477,0.9483760944423494,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-13,17.0,28.0,False,0.0,0.4860969250639936,0.7647606183629255,TQQQ,TQQQ,,-0.03251008364905372,0.9175443082812658,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-14,17.0,28.0,False,0.0,0.48145215533050245,0.733470041864156,TQQQ,TQQQ,,0.02918588508240827,0.9443236510207805,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-15,17.0,28.0,False,0.0,0.48976331350206737,0.7495819747412829,TQQQ,TQQQ,,0.02001989007008298,0.963228906704796,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-16,17.0,28.0,False,0.0,0.506966286946423,0.7629360255083892,TQQQ,TQQQ,,0.027522640648189878,0.9897395097659809,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-17,17.0,28.0,False,0.0,0.5115894720280499,0.7889773140888628,TQQQ,TQQQ,,-0.024003701370027053,0.9659820981394414,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-21,17.0,28.0,False,0.0,0.5045857425012659,0.7457794456965992,TQQQ,TQQQ,,-0.0351723741706601,0.9320062143415216,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-22,17.0,28.0,False,0.0,0.48819671882516097,0.693357991635528,TQQQ,TQQQ,,0.039374618741242484,0.9687036036956878,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-23,17.0,28.0,False,0.0,0.5033620097783357,0.7259155229511972,TQQQ,TQQQ,,-0.00955196490109056,0.9594505808736266,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-24,17.0,28.0,False,0.0,0.500767167854348,0.6989126067219833,TQQQ,TQQQ,,0.00735317781762479,0.9665055916020138,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-27,17.0,28.0,False,0.0,0.5089905267795294,0.7004891128365269,TQQQ,TQQQ,,0.034085780800199084,0.9994496893395267,synthetic_3x_semiconductor_ohlc_fee_financing
2006-02-28,17.0,28.0,False,0.0,0.5166423186322127,0.7068286711975919,TQQQ,TQQQ,,-0.044589944375420965,0.9548842832858454,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-01,17.0,28.0,False,0.0,0.5032686393744297,0.6991528128892275,TQQQ,TQQQ,,0.04291776912780021,0.9958657864996723,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-02,17.0,28.0,False,0.0,0.5129787955039771,0.7795105206960227,TQQQ,TQQQ,,-0.0016161451607104027,0.9942563228281037,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-03,17.0,28.0,False,0.0,0.511109949837791,0.7700025678578489,TQQQ,TQQQ,,-0.016955564162759562,0.9773981459521625,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-06,17.0,28.0,False,0.0,0.5140758864796119,0.7524648074155627,TQQQ,TQQQ,,-0.025811989422364512,0.9521695553474065,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-07,17.0,28.0,False,0.0,0.4940978115174707,0.7056877778195451,TQQQ,TQQQ,,-0.016223657775068734,0.9367218823376109,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-08,17.0,28.0,False,0.0,0.4848829860142794,0.6459544519460696,TQQQ,TQQQ,,0.0013185334985807984,0.9379569815183267,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-09,17.0,28.0,False,0.0,0.4932659967300485,0.6414229128841689,TQQQ,TQQQ,,-0.030472613480509447,0.9093749809591735,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-10,17.0,28.0,False,0.0,0.47483881249701543,0.6139347716299138,TQQQ,TQQQ,,0.005526162669154289,0.914400335031213,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-13,17.0,28.0,False,0.0,0.48336586584032265,0.6112734629542146,TQQQ,TQQQ,,0.009920421429036486,0.9234715717095747,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-14,17.0,28.0,False,0.0,0.47988386059778654,0.598567543294811,TQQQ,TQQQ,,0.04943251757984202,0.9691210964125926,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-15,17.0,28.0,False,0.0,0.5118219530932215,0.6417319572780948,TQQQ,TQQQ,,0.02355112788497582,0.9919449912902335,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-16,17.0,28.0,False,0.0,0.5234978972173078,0.6482182819546638,TQQQ,TQQQ,,-0.027482867890224805,0.9646834981402338,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-17,17.0,28.0,False,0.0,0.5067690680737362,0.5797795438733747,TQQQ,TQQQ,,0.011609503766122575,0.9758829948450092,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-20,17.0,28.0,False,0.0,0.5140372680751649,0.58415902986521,TQQQ,TQQQ,,0.005707124670527364,0.9814524807604372,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-21,17.0,28.0,False,0.0,0.511746958159715,0.5900994000949549,TQQQ,TQQQ,,-0.029527941186058948,0.9524722096316314,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-22,17.0,28.0,False,0.0,0.4895485369069057,0.5775607037473863,TQQQ,TQQQ,,0.006703377953622303,0.9588569908431139,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-23,17.0,28.0,False,0.0,0.4967568202945404,0.5860184774849129,TQQQ,TQQQ,,-0.010205802587386792,0.9490710856850334,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-24,17.0,28.0,False,0.0,0.5009710881200776,0.5946286569380591,TQQQ,TQQQ,,0.016103308693512952,0.964354270349907,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-27,17.0,28.0,False,0.0,0.5025912354117973,0.6118419885138376,TQQQ,TQQQ,,0.0012639982577142828,0.9655732124674485,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-28,17.0,28.0,False,0.0,0.5043213350054322,0.6086577282706539,TQQQ,TQQQ,,-0.013767379591868134,0.9522797995276696,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-29,17.0,28.0,False,0.0,0.5008464409533743,0.5738433535153213,TQQQ,TQQQ,,0.05504659480393359,1.0046995597922403,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-30,17.0,28.0,False,0.0,0.5269517432619861,0.615565690445353,TQQQ,TQQQ,,0.00832244967254181,1.013061121314636,synthetic_3x_semiconductor_ohlc_fee_financing
2006-03-31,17.0,28.0,False,0.0,0.5325840308989638,0.6142003279341717,TQQQ,TQQQ,,-0.009014212314802927,1.0039291732792337,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-03,17.0,28.0,False,0.0,0.5343923563366838,0.5928369850151243,TQQQ,TQQQ,,0.005274611994750877,1.0092245101384927,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-04,17.0,28.0,False,0.0,0.5288076679203201,0.6111822840289783,TQQQ,TQQQ,,0.01698824733776627,1.0263694657360614,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-05,17.0,28.0,False,0.0,0.5410363862356666,0.6070265612595661,TQQQ,TQQQ,,0.028093216713340974,1.0552034855649406,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-06,17.0,28.0,False,0.0,0.5522044654646767,0.6572286718858213,TQQQ,TQQQ,,0.010982360848439177,1.0667921110119456,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-07,17.0,28.0,False,0.0,0.5609304227068271,0.682600391616132,TQQQ,TQQQ,,-0.028094532182003418,1.0368210857176132,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-10,17.0,28.0,False,0.0,0.5426219683131731,0.6448334818510592,TQQQ,TQQQ,,-0.007463073810279552,1.0290832134268484,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-11,17.0,28.0,False,0.0,0.5416840395711129,0.629486668146531,TQQQ,TQQQ,,-0.025440483855992624,1.0029028385491896,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-12,17.0,28.0,False,0.0,0.5241675996671538,0.6016693349699261,TQQQ,TQQQ,,0.0004131152874022881,1.0033171530435734,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-13,17.0,28.0,False,0.0,0.5235162656766791,0.6127682492069331,TQQQ,TQQQ,,0.012678665380411624,1.0160378754974402,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-17,17.0,28.0,False,0.0,0.5290698552840113,0.6182673348834484,TQQQ,TQQQ,,-0.03130632043025927,0.9842294681978374,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-18,17.0,28.0,False,0.0,0.5181377871292706,0.5907899762223704,TQQQ,TQQQ,,0.05702300158435092,1.0403531867222475,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-19,17.0,28.0,False,0.0,0.5459153291049691,0.6510507996153547,TQQQ,TQQQ,,0.012653402064870978,1.0535171938833139,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-20,17.0,28.0,False,0.0,0.5502607211369274,0.6851528595760811,TQQQ,TQQQ,,-0.009096535244210835,1.0439338375987721,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-21,17.0,28.0,False,0.0,0.5519864102094939,0.6960635821524191,TQQQ,TQQQ,,-0.03470063683263369,1.0077086686229595,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-24,17.0,28.0,False,0.0,0.5236951329889228,0.6531192150624022,TQQQ,TQQQ,,-0.004733754978487048,1.002938422696001,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-25,17.0,28.0,False,0.0,0.5278626947111899,0.6394181380439782,TQQQ,TQQQ,,-0.008943593778358627,0.9939685488587002,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-26,17.0,28.0,False,0.0,0.5214571784893192,0.6446901031779726,TQQQ,TQQQ,,0.0010809314860158459,0.9950429607592711,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-27,17.0,28.0,False,0.0,0.513207872660895,0.6344052316022579,TQQQ,TQQQ,,0.026124949621917137,1.0210384079807504,synthetic_3x_semiconductor_ohlc_fee_financing
2006-04-28,17.0,28.0,False,0.0,0.5221896118004864,0.6591089727363817,TQQQ,TQQQ,,-0.028910231754057825,0.9915199509762327,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-01,17.0,28.0,False,0.0,0.5228541772229043,0.6467724881491623,TQQQ,TQQQ,,-0.02507916652446207,0.9666534570133732,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-02,17.0,28.0,False,0.0,0.5101379547823363,0.6334042220425266,TQQQ,TQQQ,,0.0056985770595920915,0.972162006228085,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-03,17.0,28.0,False,0.0,0.5097563650041359,0.6346005503689034,TQQQ,TQQQ,,-0.006651306139787261,0.9656958591071922,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-04,17.0,28.0,False,0.0,0.5060321794920971,0.6589498491207147,TQQQ,TQQQ,,0.025998747174511783,0.9908027415955931,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-05,17.0,28.0,False,0.0,0.5267063010086981,0.6910384956276565,TQQQ,TQQQ,,0.022384475565021544,1.012981341354596,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-08,17.0,28.0,False,0.0,0.5286564101429028,0.6919914616031739,TQQQ,TQQQ,,0.0022241022404589916,1.015234315425446,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-09,17.0,28.0,False,0.0,0.5268827925137651,0.6779594710745882,TQQQ,TQQQ,,-0.007310396062403135,1.0078125504835431,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-10,17.0,28.0,False,0.0,0.5213504933318266,0.657150151899796,TQQQ,TQQQ,,-0.028874186900767485,0.9787127825399421,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-11,17.0,28.0,False,0.0,0.5094249544072524,0.6080338359219404,TQQQ,TQQQ,,-0.06630269994191951,0.9138214825898752,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-12,17.0,28.0,False,0.0,0.47026279925494296,0.5664649584081438,TQQQ,TQQQ,,-0.03943038293477452,0.877789151597333,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-15,17.0,28.0,False,0.0,0.45280531613910924,0.55314104770418,TQQQ,TQQQ,,-0.0020977197044688145,0.8759477959976583,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-16,17.0,28.0,False,0.0,0.4577867157605043,0.5374289167215565,TQQQ,TQQQ,,-0.020559129424433387,0.8579390718906952,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-17,17.0,28.0,False,0.0,0.43742713319409554,0.5284404918082689,TQQQ,TQQQ,,-0.04599203821790665,0.8184807053076629,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-18,17.0,28.0,False,0.0,0.4342705193263943,0.5101574999815862,TQQQ,TQQQ,,-0.022347780310793208,0.8001894783168242,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-19,17.0,28.0,True,0.0,0.41985848670399584,0.4964899637719478,wait_mix,low_rsi_tqqq_priority,enter_low_rsi_tqqq_priority,0.025783393528976406,0.8208210785340132,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-22,17.0,28.0,False,0.0,0.418184527015788,0.5440189728829541,TQQQ,TQQQ,exit_low_rsi_tqqq_priority,-0.03073502127352923,0.7955931252235091,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-23,17.0,28.0,True,0.0,0.42519655670605006,0.4759642761421696,wait_mix,wait_mix,,0.03619717302700254,0.8243913472363181,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-24,17.0,28.0,True,5.4273175607082225,0.4021197893164159,0.4528802428985488,wait_mix,low_rsi_tqqq_priority,enter_low_rsi_tqqq_priority,0.015498240723706758,0.8371679627863275,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-25,17.0,28.0,True,1.4423091420916245,0.4190639078968199,0.46305123640731016,wait_mix,low_rsi_tqqq_priority,,0.03681385382299207,0.8679873417936355,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-26,17.0,28.0,False,0.0,0.4309685282506033,0.4569136928686991,TQQQ,TQQQ,exit_low_rsi_tqqq_priority,0.012338180251269426,0.8786967260725055,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-30,17.0,28.0,False,0.0,0.42572504408076894,0.46809125891246706,TQQQ,TQQQ,,-0.06572205852639945,0.8209469684146127,synthetic_3x_semiconductor_ohlc_fee_financing
2006-05-31,17.0,28.0,True,0.0,0.4069228000773927,0.43769162196973227,wait_mix,wait_mix,,-0.013393232280717982,0.8099518349764845,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-01,17.0,28.0,False,0.0,0.4112265226009051,0.46088243139968027,TQQQ,TQQQ,,0.04998293321811009,0.8504356034539998,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-02,17.0,28.0,False,0.0,0.4461531894700778,0.49246422216926117,TQQQ,TQQQ,,-0.007017453084622982,0.8444677115052683,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-05,17.0,28.0,False,0.0,0.4296162120134924,0.490242901408622,TQQQ,TQQQ,,-0.06605250725255118,0.7886885018665213,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-06,17.0,28.0,True,0.0,0.41000215674101836,0.4461359742944807,wait_mix,wait_mix,,0.015405244187549183,0.8008384408256873,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-07,17.0,28.0,True,0.6314920623919362,0.4074130256655631,0.44013431465050956,wait_mix,wait_mix,,-0.0021047289145531556,0.7991528930033959,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-08,17.0,28.0,True,4.862438429381555,0.3900660543103499,0.4089807685606048,wait_mix,wait_mix,,-0.008345571752892411,0.7924835051933045,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-09,17.0,28.0,True,2.7331181661585435,0.39879631331348775,0.40680288304523177,wait_mix,wait_mix,,0.003853567850657935,0.795537394151094,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-12,17.0,28.0,True,5.425742661800981,0.3877564948084168,0.3996883524726572,wait_mix,wait_mix,,-0.0025219148345654308,0.7935311165953328,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-13,17.0,28.0,True,10.883804407523135,0.3653783239346995,0.37681068038996546,wait_mix,wait_mix,,-0.03379923557137965,0.7667103714523072,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-14,17.0,28.0,True,11.631945511570352,0.36231092927263986,0.37083197687454345,wait_mix,low_rsi_tqqq_priority,enter_low_rsi_tqqq_priority,0.021261999901102335,0.7830121672943003,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-15,17.0,28.0,True,8.342450910807253,0.3757979280816479,0.3859894769186957,wait_mix,wait_mix,exit_low_rsi_tqqq_priority,0.014005923388266117,0.7939789757215046,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-16,17.0,28.0,True,3.050720214573366,0.39749413806513334,0.43416962717668756,wait_mix,wait_mix,,-0.000492767472086042,0.7935877287087488,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-19,17.0,28.0,True,3.1545828345371896,0.39706829908323393,0.4226283562509663,wait_mix,wait_mix,,-0.013899623831963193,0.7825571578020352,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-20,17.0,28.0,True,6.530712268515348,0.38322609558955517,0.4104548830616427,wait_mix,wait_mix,,0.005515766444458725,0.7868735603139106,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-21,17.0,28.0,True,6.382216607594005,0.3838349310019995,0.4018621682086408,wait_mix,wait_mix,,0.009216132151665946,0.7941254910324156,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-22,17.0,28.0,True,2.7947438327333263,0.3985436467514251,0.42704038392742016,wait_mix,wait_mix,,-0.014011334468728931,0.7829987331674169,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-23,17.0,28.0,True,6.417203080643463,0.3836914857079291,0.409641118825884,wait_mix,wait_mix,,-0.0010592446801780397,0.7821693459247231,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-26,17.0,28.0,True,6.082368370756786,0.385064315239982,0.39928735637006485,wait_mix,wait_mix,,-0.0006912601767052884,0.7816286634044457,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-27,17.0,28.0,True,5.685851662755159,0.38669004229462717,0.40707455462225867,wait_mix,wait_mix,,0.0019528702052451496,0.7831550827327738,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-28,17.0,28.0,True,10.190357301095487,0.368221472026911,0.36132543655084826,wait_mix,wait_mix,,-0.009417799610021094,0.775779485100027,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-29,17.0,28.0,True,7.59148278119679,0.3788769136094885,0.35513520751955757,wait_mix,wait_mix,,0.02197610218467605,0.7928280943373606,synthetic_3x_semiconductor_ohlc_fee_financing
2006-06-30,17.0,28.0,True,-0.23148733696214396,0.4109512598151455,0.3976108255022053,wait_mix,wait_mix,,0.028742846379589126,0.8156162304583218,synthetic_3x_semiconductor_ohlc_fee_financing
2006-07-03,17.0,28.0,True,1.583649436420187,0.4035091598964786,0.3857019142198963,wait_mix,wait_mix,,0.005949239499191794,0.8204685267527463,synthetic_3x_semiconductor_ohlc_fee_financing
2006-07-05,17.0,28.0,False,0.0,0.39760955280771415,0.39692825774200524,TQQQ,TQQQ,,-0.04417084665701487,0.7842277372706439,synthetic_3x_semiconductor_ohlc_fee_financing
2006-07-06,17.0,28.0,True,0.0,0.3843595795080924,0.35924467783099834,wait_mix,wait_mix,,0.016284983083828752,0.7969988727059656,synthetic_3x_semiconductor_ohlc_fee_financing
2006-07-07,17.0,28.0,True,2.4673521320951353,0.3748760752281876,0.35643925330005083,wait_mix,wait_mix,,0.006242013867804097,0.8019737507220205,synthetic_3x_semiconductor_ohlc_fee_financing
2006-07-10,17.0,28.0,True,3.441010180716242,0.3711337272466608,0.3401944826104328,wait_mix,wait_mix,,-0.003762834676455329,0.7989560560831968,synthetic_3x_semiconductor_ohlc_fee_financing
2006-07-11,17.0,28.0,True,7.573898492548093,0.3552485751097648,0.31769137837126743,wait_mix,wait_mix,,0.01890364031656855,0.8140592339961377,synthetic_3x_semiconductor_ohlc_fee_financing
2006-07-12,17.0,28.0,True,5.660926342064176,0.3626012668234717,0.349038316736339,wait_mix,wait_mix,,0.008785702631535441,0.8212113163504833,synthetic_3x_semiconductor_ohlc_fee_financing
2006-07-13,17.0,28.0,True,12.439508279005763,0.3365471377940315,0.32080603489015763,wait_mix,wait_mix,,0.01039254689899316,0.8297457934696396,synthetic_3x_semiconductor_ohlc_fee_financing
