method,method_label,candidate_id,parameters,min_delay_cagr,mean_delay_cagr,min_post_2008_cagr,min_trailing_252_return,min_2026_ytd_return,worst_volatility,worst_max_drawdown,worst_dotcom_drawdown,min_average_tqqq_weight,max_average_tqqq_weight,min_turnover,max_turnover,min_delay_cagr_value,max_delay_cagr_value,delay_cagr_gap,passes_hard_requirements
D_shallow_rebound,D: Shallow rebound,rebound_10_0.05_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 10, ""trend_floor"": 0.05}",0.3101983896175897,0.32062610744027786,0.3454390356733241,0.6313832931502643,0.13116200960770108,0.48507459913416356,-0.7661347051199052,-0.6788132830306539,0.7343565525383707,0.7344877344877345,243.42620358194222,243.44740635681563,0.3101983896175897,0.331053825262966,0.020855435645376286,False
D_shallow_rebound,D: Shallow rebound,rebound_10_0.05_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 10, ""trend_floor"": 0.05}",0.2910673954526872,0.321457291499595,0.3524990981895746,0.6624766027594302,0.13116200960770108,0.4978553415611348,-0.7915210636345438,-0.791521063634543,0.7512790240062968,0.7514102059556605,273.13482160078445,273.14222079748913,0.2910673954526872,0.3518471875465028,0.060779792093815566,False
D_shallow_rebound,D: Shallow rebound,rebound_10_0.05_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 10, ""trend_floor"": 0.05}",0.248934222206318,0.27290163143748003,0.3584637622692728,0.7100832054452837,0.13116200960770108,0.5092508834522613,-0.9399699195460879,-0.9399699195460879,0.7613800341073068,0.7615112160566706,296.98085992521044,296.98631783042026,0.248934222206318,0.29686904066864206,0.04793481846232406,False
D_shallow_rebound,D: Shallow rebound,rebound_10_0.08_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 10, ""trend_floor"": 0.08}",0.3053766253346477,0.308742959836266,0.30760425160205074,0.6313832931502643,0.13116200960770108,0.4894216135118088,-0.7940583155139431,-0.7022200327948794,0.7418339236521054,0.7419651056014692,269.2582331443841,269.2797172821062,0.3053766253346477,0.31210929433788426,0.006732669003236547,False
D_shallow_rebound,D: Shallow rebound,rebound_10_0.08_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 10, ""trend_floor"": 0.08}",0.27286110776590045,0.2926740061557772,0.30058242695459403,0.6624766027594302,0.13116200960770108,0.503982674343415,-0.8460592596949045,-0.8067141399256896,0.7611176702085793,0.761248852157943,304.9039549248268,304.91538206347207,0.27286110776590045,0.312486904545654,0.03962579677975353,False
D_shallow_rebound,D: Shallow rebound,rebound_10_0.08_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 10, ""trend_floor"": 0.08}",0.23466460974009373,0.24874118525291444,0.295834873574949,0.7100832054452837,0.13116200960770108,0.515885463128488,-0.9387290882355137,-0.9387290882355137,0.7721369539551358,0.7722681359044995,332.7257142408724,332.73306452866836,0.23466460974009373,0.26281776076573515,0.02815315102564142,False
D_shallow_rebound,D: Shallow rebound,rebound_10_0.10_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 10, ""trend_floor"": 0.1}",0.3034334917236754,0.30622065789193953,0.30438320074807734,0.6313832931502643,0.13116200960770108,0.4917861402083826,-0.7596262025675775,-0.7022200327948794,0.7432769250951069,0.7434081070444707,269.2317913813134,269.25036975251874,0.3034334917236754,0.30900782406020366,0.005574332336528265,False
D_shallow_rebound,D: Shallow rebound,rebound_10_0.10_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 10, ""trend_floor"": 0.1}",0.27228197324280035,0.2883627201950306,0.2874126921039244,0.6624766027594302,0.13116200960770108,0.5066921147859688,-0.8341681983399383,-0.8067141399256896,0.7636101272464909,0.7637413091958547,310.83579948907084,310.8626037662742,0.27228197324280035,0.3044434671472609,0.03216149390446055,False
D_shallow_rebound,D: Shallow rebound,rebound_10_0.10_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 10, ""trend_floor"": 0.1}",0.23432973574722582,0.24426113865730603,0.2812140682185662,0.7100832054452837,0.13116200960770108,0.5189647213066743,-0.9387290882355137,-0.9387290882355137,0.7748917748917749,0.7750229568411386,338.6455479872325,338.6710335264709,0.23432973574722582,0.25419254156738624,0.019862805820160423,False
D_shallow_rebound,D: Shallow rebound,rebound_20_0.05_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 20, ""trend_floor"": 0.05}",0.33485402633992023,0.3420972801907266,0.3494181829617191,0.5328691900415947,0.06580260888283984,0.4841166411880361,-0.6871725268019093,-0.5081928317847342,0.732520005247278,0.7326511871966418,185.43609583370403,185.45018613594794,0.33485402633992023,0.349340534041533,0.01448650770161275,True
D_shallow_rebound,D: Shallow rebound,rebound_20_0.05_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 20, ""trend_floor"": 0.05}",0.33975834211507405,0.3452488416006789,0.3564991256723695,0.5590587366105684,0.06580260888283984,0.49776030042807473,-0.7047450048428516,-0.7047450048428513,0.7490489308671127,0.7491801128164765,209.1516831163202,209.15397970494348,0.33975834211507405,0.3507393410862838,0.010980998971209743,False
D_shallow_rebound,D: Shallow rebound,rebound_20_0.05_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 20, ""trend_floor"": 0.05}",0.30357725496767785,0.30658483763351474,0.3637647916382001,0.5664174409837064,0.06580260888283984,0.5089737858151858,-0.9001763114814336,-0.9001763114814338,0.7587563951200315,0.7588875770693952,226.9966112675842,227.0006538388222,0.30357725496767785,0.30959242029935163,0.0060151653316737885,False
D_shallow_rebound,D: Shallow rebound,rebound_20_0.08_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 20, ""trend_floor"": 0.08}",0.3407060673575477,0.35253070112845764,0.3802973571686452,0.5328691900415947,0.06580260888283984,0.4871622216609374,-0.6550821571424533,-0.5456679227914212,0.7373737373737373,0.7375049193231011,193.3087588235457,193.35221742319482,0.3407060673575477,0.36435533489936756,0.02364926754181984,True
D_shallow_rebound,D: Shallow rebound,rebound_20_0.08_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 20, ""trend_floor"": 0.08}",0.3321096175387279,0.3367031003872666,0.3494971094520063,0.5590587366105684,0.06580260888283984,0.5026571991794124,-0.7421750326727934,-0.7271017632469761,0.7563951200314837,0.7565263019808475,224.96166228579887,224.98842942799445,0.3321096175387279,0.34129658323580525,0.009186965697077332,False
D_shallow_rebound,D: Shallow rebound,rebound_20_0.08_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 20, ""trend_floor"": 0.08}",0.30140799448366007,0.3033152695896395,0.35227110845116116,0.5664174409837064,0.06580260888283984,0.5145820282518168,-0.889192025011745,-0.8891920250117451,0.7670208579299488,0.7671520398793126,244.7877770225698,244.81386193307588,0.30140799448366007,0.30522254469561894,0.003814550211958867,False
D_shallow_rebound,D: Shallow rebound,rebound_20_0.10_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 20, ""trend_floor"": 0.1}",0.33954205441054763,0.3538425690446557,0.3866475617681362,0.5328691900415947,0.06580260888283984,0.4874089802389902,-0.645303040222017,-0.5456679227914212,0.7375049193231011,0.7376361012724649,195.30761197239678,195.3509578315334,0.33954205441054763,0.3681430836787638,0.02860102926821617,True
D_shallow_rebound,D: Shallow rebound,rebound_20_0.10_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 20, ""trend_floor"": 0.1}",0.3397062358726093,0.34068915264068433,0.36226236030830616,0.5590587366105684,0.06580260888283984,0.5034401605366705,-0.7433855594818075,-0.7271017632469761,0.7575757575757576,0.7577069395251214,226.91704240218598,226.95495878808072,0.3397062358726093,0.3416720694087594,0.0019658335361500967,False
D_shallow_rebound,D: Shallow rebound,rebound_20_0.10_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 20, ""trend_floor"": 0.1}",0.304666095240822,0.30686812281652676,0.36547812049474837,0.5664174409837064,0.06580260888283984,0.5157820011103939,-0.889192025011745,-0.8891920250117451,0.7684638593729503,0.768595041322314,246.73114632107286,246.7711385881625,0.304666095240822,0.3090701503922315,0.004404055151409514,False
D_shallow_rebound,D: Shallow rebound,rebound_30_0.05_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 30, ""trend_floor"": 0.05}",0.35683567346164824,0.36517495161113656,0.41283552836232995,0.46504862416257975,0.015829543454872974,0.48327496926853547,-0.6561095403195096,-0.5938249281795019,0.72910927456382,0.7292404565131838,151.5174819808797,151.53237442814068,0.35683567346164824,0.37351422976062487,0.016678556298976632,True
D_shallow_rebound,D: Shallow rebound,rebound_30_0.05_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 30, ""trend_floor"": 0.05}",0.35469921531182647,0.3589382079416733,0.42024924752086923,0.492971682253732,0.015829543454872974,0.4970555627521322,-0.7118085474135347,-0.7071071660620785,0.7453758362849272,0.745507018234291,173.24264631453332,173.2503378931894,0.35469921531182647,0.36317720057152014,0.008477985259693677,False
D_shallow_rebound,D: Shallow rebound,rebound_30_0.05_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 30, ""trend_floor"": 0.05}",0.30564824857045236,0.3292705276153479,0.4278563712008012,0.535724349918534,0.015829543454872974,0.5083492721859352,-0.9245627009610112,-0.9245627009610111,0.7548209366391184,0.7549521185884822,189.0913736840107,189.0952850743194,0.30564824857045236,0.3528928066602435,0.04724455808979111,False
D_shallow_rebound,D: Shallow rebound,rebound_30_0.08_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 30, ""trend_floor"": 0.08}",0.36690638747508775,0.37929348099408444,0.43862523206463955,0.46504862416257975,0.015829543454872974,0.48591418694281885,-0.6312311211322221,-0.6312311211322222,0.7327823691460055,0.7329135510953693,157.4223189507354,157.44756433127753,0.36690638747508775,0.39168057451308114,0.02477418703799339,False
D_shallow_rebound,D: Shallow rebound,rebound_30_0.08_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 30, ""trend_floor"": 0.08}",0.35058615739558285,0.3543579349588898,0.4117902051619795,0.492971682253732,0.015829543454872974,0.501107093038264,-0.7340807708469449,-0.7340807708469452,0.7507542962088417,0.7508854781582054,189.10321695139635,189.1290150213163,0.35058615739558285,0.3581297125221967,0.007543555126613866,False
D_shallow_rebound,D: Shallow rebound,rebound_30_0.08_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 30, ""trend_floor"": 0.08}",0.30647393625508834,0.32992038078104513,0.4146922525903931,0.535724349918534,0.015829543454872974,0.5131312191637597,-0.9275236082587017,-0.9275236082587016,0.7611176702085793,0.761248852157943,206.93138492376596,206.95446655626375,0.30647393625508834,0.3533668253070019,0.04689288905191358,False
D_shallow_rebound,D: Shallow rebound,rebound_30_0.10_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 30, ""trend_floor"": 0.1}",0.36571962717684126,0.38063190565510996,0.4365578787118134,0.46504862416257975,0.015829543454872974,0.48616112306730164,-0.6312311211322221,-0.6312311211322222,0.7329135510953693,0.733044733044733,159.42117209958647,159.44630473961612,0.36571962717684126,0.39554418413337866,0.029824556956537407,False
D_shallow_rebound,D: Shallow rebound,rebound_30_0.10_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 30, ""trend_floor"": 0.1}",0.34541000205239736,0.3523026435321267,0.41362458822825077,0.492971682253732,0.015829543454872974,0.5019212082507598,-0.7340807708469449,-0.7340807708469452,0.7518037518037518,0.7519349337531156,193.07094907172734,193.10389847698013,0.34541000205239736,0.35919528501185605,0.013785282959458689,False
D_shallow_rebound,D: Shallow rebound,rebound_30_0.10_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 30, ""trend_floor"": 0.1}",0.30054791492174715,0.32761278927947124,0.4169615942278677,0.535724349918534,0.015829543454872974,0.5143616819357186,-0.9275236082587017,-0.9275236082587016,0.762429489702217,0.7625606716515807,210.88710622621295,210.92009730692794,0.30054791492174715,0.35467766363719533,0.05412974871544818,False
D_shallow_rebound,D: Shallow rebound,rebound_50_0.05_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 50, ""trend_floor"": 0.05}",0.3800455653874253,0.38325679558338965,0.38840868722542576,0.46504862416257975,0.015829543454872974,0.4837971186354667,-0.6427873212582957,-0.3668591879576064,0.725173816082907,0.7253049980322708,117.57254351637067,117.57360347733676,0.3800455653874253,0.386468025779354,0.00642246039192873,True
D_shallow_rebound,D: Shallow rebound,rebound_50_0.05_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 50, ""trend_floor"": 0.05}",0.36655356645008164,0.38457137271553166,0.39569422887392647,0.492971682253732,0.015829543454872974,0.5001514310640692,-0.6615895071572327,-0.5761626371456587,0.7427521972976519,0.7428833792470156,135.27647750947276,135.28851721897422,0.36655356645008164,0.4025891789809817,0.03603561253090004,True
D_shallow_rebound,D: Shallow rebound,rebound_50_0.05_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 50, ""trend_floor"": 0.05}",0.3569247050701856,0.3592512310226069,0.40316983122819217,0.535724349918534,0.015829543454872974,0.5122960664470653,-0.8552222127497879,-0.8552222127497876,0.7531155712973895,0.7532467532467533,145.10623348048142,145.1230269627784,0.3569247050701856,0.36157775697502825,0.004653051904842664,False
D_shallow_rebound,D: Shallow rebound,rebound_50_0.08_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 50, ""trend_floor"": 0.08}",0.38877455703350505,0.3933922695593498,0.40297847912225193,0.46504862416257975,0.015829543454872974,0.4855224551980717,-0.632069901387339,-0.3668591879576064,0.7274039092220911,0.7275350911714548,119.51214629953859,119.52134919224247,0.38877455703350505,0.39800998208519456,0.009235425051689505,True
D_shallow_rebound,D: Shallow rebound,rebound_50_0.08_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 50, ""trend_floor"": 0.08}",0.3675383617133343,0.38896448041105935,0.3973598590973335,0.492971682253732,0.015829543454872974,0.5022622870523676,-0.6254010716163274,-0.5761626371456587,0.745507018234291,0.7456382001836547,139.21077364109425,139.21363160528648,0.3675383617133343,0.4103905991087844,0.04285223739545008,True
D_shallow_rebound,D: Shallow rebound,rebound_50_0.08_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 50, ""trend_floor"": 0.08}",0.36810209552755224,0.36879754470958137,0.4002322437978607,0.535724349918534,0.015829543454872974,0.5151731333908,-0.8467955532385326,-0.8467955532385323,0.7567886658795749,0.7569198478289387,151.02103396592037,151.02758195198288,0.36810209552755224,0.3694929938916105,0.0013908983640582573,False
D_shallow_rebound,D: Shallow rebound,rebound_50_0.10_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 50, ""trend_floor"": 0.1}",0.3899644262859274,0.39618942312415206,0.4049691840513172,0.46504862416257975,0.015829543454872974,0.48553472149097054,-0.632069901387339,-0.3668591879576064,0.7275350911714548,0.7276662731208186,117.51059299254459,117.51394146700744,0.3899644262859274,0.4024144199623767,0.012449993676449278,True
D_shallow_rebound,D: Shallow rebound,rebound_50_0.10_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 50, ""trend_floor"": 0.1}",0.3711909336613666,0.39082331494637323,0.4035444922346405,0.492971682253732,0.015829543454872974,0.5022806074536489,-0.6254010716163283,-0.5761626371456587,0.7457693821330185,0.7459005640823823,137.1974151991503,137.20153677766564,0.3711909336613666,0.4104556962313799,0.03926476257001332,True
D_shallow_rebound,D: Shallow rebound,rebound_50_0.10_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 50, ""trend_floor"": 0.1}",0.36858920030368747,0.3702987808777374,0.4068577031325824,0.535724349918534,0.015829543454872974,0.5156251587130672,-0.8467955532385326,-0.8467955532385323,0.75731339367703,0.7574445756263938,148.9984228189768,149.00347630647803,0.36858920030368747,0.3720083614517873,0.003419161148099814,False
E_credit_health,E: Healthy credit,credit_1.75_0.05_0.36,"{""baa10y_threshold_pct_points"": 1.75, ""hard_vol_cap"": 0.36, ""trend_floor"": 0.05}",0.40267425280492253,0.40997871251216533,0.3822212615151481,0.3735273942102073,-0.04762908017414669,0.45852872563296265,-0.5986999094008927,-0.33154928761238533,0.6783418601600419,0.6784730421094057,66.5036184663773,66.52353291905467,0.40267425280492253,0.41728317221940814,0.01460891941448561,True
E_credit_health,E: Healthy credit,credit_1.75_0.05_0.40,"{""baa10y_threshold_pct_points"": 1.75, ""hard_vol_cap"": 0.4, ""trend_floor"": 0.05}",0.38984268357310947,0.39076227517502027,0.3822212615151481,0.3735273942102073,-0.04762908017414669,0.4614229481998527,-0.5986999094008925,-0.33154928761238533,0.6812278630460449,0.6813590449954087,64.46119132680217,64.48082993109297,0.38984268357310947,0.39168186677693106,0.0018391832038215927,True
E_credit_health,E: Healthy credit,credit_1.75_0.05_0.44,"{""baa10y_threshold_pct_points"": 1.75, ""hard_vol_cap"": 0.44, ""trend_floor"": 0.05}",0.382201686392041,0.3900516325304826,0.3822212615151481,0.3735273942102073,-0.04762908017414669,0.4640375281647663,-0.5986999094008929,-0.3485766066566378,0.6825396825396826,0.6826708644890463,68.44195974734079,68.46197585236942,0.382201686392041,0.39790157866892417,0.015699892276883176,True
E_credit_health,E: Healthy credit,credit_1.75_0.08_0.36,"{""baa10y_threshold_pct_points"": 1.75, ""hard_vol_cap"": 0.36, ""trend_floor"": 0.08}",0.40595577152399454,0.41207926851813115,0.38757916550076477,0.3735273942102073,-0.04762908017414669,0.4585378706495119,-0.5986999094008927,-0.33154928761238533,0.6784730421094057,0.6786042240587695,64.50200973271441,64.52293664208923,0.40595577152399454,0.41820276551226776,0.012246993988273225,True
E_credit_health,E: Healthy credit,credit_1.75_0.08_0.40,"{""baa10y_threshold_pct_points"": 1.75, ""hard_vol_cap"": 0.4, ""trend_floor"": 0.08}",0.3925848488595294,0.39283951602016376,0.38757916550076477,0.3735273942102073,-0.04762908017414669,0.4614321309534611,-0.5986999094008925,-0.33154928761238533,0.6813590449954087,0.6814902269447723,62.45958259313926,62.48023365412753,0.3925848488595294,0.39309418318079814,0.0005093343212687618,True
E_credit_health,E: Healthy credit,credit_1.75_0.08_0.44,"{""baa10y_threshold_pct_points"": 1.75, ""hard_vol_cap"": 0.44, ""trend_floor"": 0.08}",0.38543531009216836,0.3921219532279733,0.38757916550076477,0.3735273942102073,-0.04762908017414669,0.46404662725225626,-0.5986999094008929,-0.3485766066566378,0.6826708644890463,0.68280204643841,66.44035101367788,66.46137957540398,0.38543531009216836,0.3988085963637782,0.01337328627160983,True
E_credit_health,E: Healthy credit,credit_1.75_0.10_0.36,"{""baa10y_threshold_pct_points"": 1.75, ""hard_vol_cap"": 0.36, ""trend_floor"": 0.1}",0.40595577152399454,0.41207926851813115,0.38757916550076477,0.3735273942102073,-0.04762908017414669,0.4585378706495119,-0.5986999094008927,-0.33154928761238533,0.6784730421094057,0.6786042240587695,64.50200973271441,64.52293664208923,0.40595577152399454,0.41820276551226776,0.012246993988273225,True
E_credit_health,E: Healthy credit,credit_1.75_0.10_0.40,"{""baa10y_threshold_pct_points"": 1.75, ""hard_vol_cap"": 0.4, ""trend_floor"": 0.1}",0.3925848488595294,0.39283951602016376,0.38757916550076477,0.3735273942102073,-0.04762908017414669,0.4614321309534611,-0.5986999094008925,-0.33154928761238533,0.6813590449954087,0.6814902269447723,62.45958259313926,62.48023365412753,0.3925848488595294,0.39309418318079814,0.0005093343212687618,True
E_credit_health,E: Healthy credit,credit_1.75_0.10_0.44,"{""baa10y_threshold_pct_points"": 1.75, ""hard_vol_cap"": 0.44, ""trend_floor"": 0.1}",0.38543531009216836,0.3921219532279733,0.38757916550076477,0.3735273942102073,-0.04762908017414669,0.46404662725225626,-0.5986999094008929,-0.3485766066566378,0.6826708644890463,0.68280204643841,66.44035101367788,66.46137957540398,0.38543531009216836,0.3988085963637782,0.01337328627160983,True
E_credit_health,E: Healthy credit,credit_2.00_0.05_0.36,"{""baa10y_threshold_pct_points"": 2.0, ""hard_vol_cap"": 0.36, ""trend_floor"": 0.05}",0.3866986346917449,0.3941043501899163,0.34125138352194306,0.42453769632740346,-0.009520184069653603,0.4657277515177081,-0.678144152573966,-0.33154928761238533,0.689098780007871,0.6892299619572347,70.27885043163586,70.29408744424592,0.3866986346917449,0.40151006568808767,0.014811430996342745,True
E_credit_health,E: Healthy credit,credit_2.00_0.05_0.40,"{""baa10y_threshold_pct_points"": 2.0, ""hard_vol_cap"": 0.4, ""trend_floor"": 0.05}",0.3624115858556185,0.3759833019333765,0.3424939656798667,0.4488763656539183,-0.009520184069653603,0.4686202592860792,-0.6781441525739659,-0.33154928761238533,0.6923783287419651,0.6925095106913288,68.23180636954137,68.24617586916129,0.3624115858556185,0.38955501801113446,0.027143432155515956,True
E_credit_health,E: Healthy credit,credit_2.00_0.05_0.44,"{""baa10y_threshold_pct_points"": 2.0, ""hard_vol_cap"": 0.44, ""trend_floor"": 0.05}",0.3746799235942806,0.38359039875782774,0.3428395539803448,0.45571501297214123,-0.009520184069653603,0.47155382552862807,-0.6781441525739654,-0.33154928761238533,0.6942148760330579,0.6943460579824217,72.20604913174162,72.21586509771635,0.3746799235942806,0.3925008739213749,0.017820950327094298,True
E_credit_health,E: Healthy credit,credit_2.00_0.08_0.36,"{""baa10y_threshold_pct_points"": 2.0, ""hard_vol_cap"": 0.36, ""trend_floor"": 0.08}",0.3878012514117686,0.39415962438515906,0.34301755265038514,0.6010092926486279,0.11318036270549303,0.46657509966692434,-0.7165647307521992,-0.33154928761238533,0.6897546897546898,0.6898858717040536,66.25754993303248,66.27403740364844,0.3878012514117686,0.40051799735854954,0.01271674594678096,True
E_credit_health,E: Healthy credit,credit_2.00_0.08_0.40,"{""baa10y_threshold_pct_points"": 2.0, ""hard_vol_cap"": 0.4, ""trend_floor"": 0.08}",0.36349489102123766,0.3760331515818838,0.34426177104911604,0.6283630340504252,0.11318036270549303,0.46946255196061876,-0.7165647307521992,-0.33154928761238533,0.693034238488784,0.6931654204381477,64.210505870938,64.2261258285638,0.36349489102123766,0.3885714121425299,0.025076521121292217,True
E_credit_health,E: Healthy credit,credit_2.00_0.08_0.44,"{""baa10y_threshold_pct_points"": 2.0, ""hard_vol_cap"": 0.44, ""trend_floor"": 0.08}",0.37577298378091073,0.3836440832948774,0.3446078144226665,0.6360488523575489,0.11318036270549303,0.4723907829915025,-0.7165647307521992,-0.33154928761238533,0.6948707857798767,0.6950019677292405,68.18474863313824,68.19581505711886,0.37577298378091073,0.3915151828088441,0.01574219902793339,True
E_credit_health,E: Healthy credit,credit_2.00_0.10_0.36,"{""baa10y_threshold_pct_points"": 2.0, ""hard_vol_cap"": 0.36, ""trend_floor"": 0.1}",0.3878012514117686,0.39415962438515906,0.34301755265038514,0.6010092926486279,0.11318036270549303,0.46657509966692434,-0.7165647307521992,-0.33154928761238533,0.6897546897546898,0.6898858717040536,66.25754993303248,66.27403740364844,0.3878012514117686,0.40051799735854954,0.01271674594678096,True
E_credit_health,E: Healthy credit,credit_2.00_0.10_0.40,"{""baa10y_threshold_pct_points"": 2.0, ""hard_vol_cap"": 0.4, ""trend_floor"": 0.1}",0.36349489102123766,0.3760331515818838,0.34426177104911604,0.6283630340504252,0.11318036270549303,0.46946255196061876,-0.7165647307521992,-0.33154928761238533,0.693034238488784,0.6931654204381477,64.210505870938,64.2261258285638,0.36349489102123766,0.3885714121425299,0.025076521121292217,True
