episode_id,entry_date,exit_date,entry_index,exit_index,holding_days,days_since_previous_exit,calendar_days_since_previous_exit,episode_return,episode_return_pct,entry_rsi,exit_rsi,entry_tqqq_open,exit_tqqq_open,tqqq_open_return_during_episode
75,2023-07-25,2023-07-27,3383,3385,3,3.0,5.0,0.047232733000649674,4.723273300064967,70.08339103914409,74.33567582035158,20.86660836674211,21.849880125064487,0.04712178141463319
76,2023-11-21,2023-11-27,3467,3470,4,82.0,117.0,-0.12183026229474325,-12.183026229474326,70.01264185685275,70.61496066899255,21.431049892879756,21.39216131187298,-0.0018145905684116004
77,2023-11-29,2023-11-30,3472,3473,2,2.0,2.0,0.03846813831535645,3.846813831535645,71.70904190260329,69.59995151702435,21.990035544537303,21.53312517795479,-0.02077806403073401
78,2023-12-12,2023-12-29,3481,3493,13,8.0,12.0,-0.09413022368066981,-9.413022368066981,70.10829405896807,73.2893342764625,22.349728392907636,25.084171454041577,0.12234793251454801
79,2024-01-24,2024-01-30,3509,3513,5,16.0,26.0,0.09669508922062509,9.669508922062509,72.31219846113672,74.92862913399057,27.803492500612677,27.676562987439706,-0.004565236297928155
80,2024-02-08,2024-02-12,3520,3522,3,7.0,9.0,0.05268112209708886,5.268112209708886,70.6221812779543,73.11653429482229,28.467462349509397,29.39505587934944,0.032584342027101254
81,2024-03-21,2024-03-21,3549,3549,1,27.0,38.0,0.04263961786431536,4.263961786431536,69.64662481145015,69.64662481145015,31.235617700301503,31.235617700301503,0.0
82,2024-05-23,2024-05-23,3593,3593,1,44.0,63.0,0.10572458618716118,10.57245861871612,69.81074764510174,69.81074764510174,32.58303750770375,32.58303750770375,0.0
83,2024-06-12,2024-06-25,3606,3614,9,13.0,20.0,0.04039056942957586,4.039056942957586,70.68588868743745,68.67485191850679,34.79279988891677,35.66495335106524,0.02506706746605647
84,2024-06-28,2024-06-28,3617,3617,1,3.0,3.0,0.029606791366511453,2.9606791366511453,71.74160520034911,71.74160520034911,37.030961099610984,37.030961099610984,0.0
85,2024-07-03,2024-07-16,3620,3628,9,3.0,5.0,-0.012874965424059748,-1.2874965424059748,70.66404452873886,74.65154667606643,37.84741891728794,40.301734924912154,0.06484764556832512
86,2024-11-11,2024-11-11,3711,3711,1,83.0,118.0,0.024125317251417977,2.4125317251417977,69.60975590841022,69.60975590841022,41.11737712389221,41.11737712389221,0.0
87,2024-12-05,2024-12-05,3728,3728,1,17.0,24.0,-0.0031447104744615206,-0.31447104744615206,70.26130996318824,70.26130996318824,42.55818654305986,42.55818654305986,0.0
88,2025-06-30,2025-06-30,3867,3867,1,139.0,207.0,0.02979870810323071,2.979870810323071,71.39652982972972,71.39652982972972,41.22764391020323,41.22764391020323,0.0
89,2025-07-02,2025-07-10,3869,3874,6,2.0,2.0,-0.1356935196800848,-13.56935196800848,70.38006695108724,70.45850699267137,40.06251716899059,42.337996602279624,0.056798214243270584
90,2025-07-15,2025-07-15,3877,3877,1,3.0,5.0,0.05089151575956219,5.089151575956219,70.68265630832991,70.68265630832991,43.035084931037375,43.035084931037375,0.0
91,2025-07-18,2025-07-31,3880,3889,10,3.0,3.0,-0.12276710419333081,-12.276710419333082,70.3048311430975,75.47288407154099,43.6375685904976,46.16201359632404,0.05785026726663567
92,2025-09-16,2025-09-16,3921,3921,1,32.0,47.0,0.030941502907246177,3.0941502907246177,70.39390942909867,70.39390942909867,49.62752610808239,49.62752610808239,0.0
93,2025-09-19,2025-09-24,3924,3927,4,3.0,3.0,0.05768168923539241,5.768168923539241,71.0515842677504,68.59801921480684,50.72792040147449,51.43928163283768,0.014023071037276402
94,2025-10-02,2025-10-07,3933,3936,4,6.0,8.0,0.07808383258942042,7.808383258942042,70.50147584020488,72.00805405795712,53.23349663337072,53.67706971083076,0.008332593301450864
95,2025-10-09,2025-10-09,3938,3938,1,2.0,2.0,0.01114484906962665,1.114484906962665,70.42113036863972,70.42113036863972,54.26517793462403,54.26517793462403,0.0
96,2025-10-29,2025-10-29,3952,3952,1,14.0,20.0,0.06084810186919665,6.084810186919665,69.84265075327956,69.84265075327956,60.09140713488175,60.09140713488175,0.0
97,2026-04-16,2026-04-17,4067,4068,2,115.0,169.0,-0.015805101836666502,-1.5805101836666502,69.89884687411933,71.35358020250133,56.13000817497095,57.78000609506575,0.029396003559296613
