Report_Date,Price_Date,Price,EPS_4Q_Sum,PE_Ratio,Type
2017-02-10,2017-02-16,2347.219970703125,131.31,17.87540911357189,forward
2017-02-17,2017-02-17,2351.159912109375,131.19,17.921792149625542,forward
2017-02-17,2017-02-21,2365.3798828125,131.19,18.030184334267094,forward
2017-02-17,2017-02-22,2362.820068359375,131.19,18.010672066158815,forward
2017-02-17,2017-02-23,2363.81005859375,131.19,18.01821829860317,forward
2017-02-17,2017-02-24,2367.340087890625,131.19,18.045126060603895,forward
2017-02-17,2017-02-27,2369.75,131.19,18.063495693269303,forward
2017-02-17,2017-02-28,2363.639892578125,131.19,18.01692120266884,forward
2017-02-17,2017-03-01,2395.9599609375,131.19,18.263281964612396,forward
2017-03-02,2017-03-02,2381.919921875,130.95,18.18953739499809,forward
2017-03-02,2017-03-03,2383.1201171875,130.95,18.19870268948072,forward
2017-03-02,2017-03-06,2375.31005859375,130.95,18.13906115764605,forward
2017-03-02,2017-03-07,2368.389892578125,130.95,18.086215292692824,forward
2017-03-02,2017-03-08,2362.97998046875,130.95,18.04490248544292,forward
2017-03-09,2017-03-09,2364.8701171875,131.07999999999998,18.041425977933326,forward
2017-03-09,2017-03-10,2372.60009765625,131.07999999999998,18.100397449315306,forward
2017-03-09,2017-03-13,2373.469970703125,131.07999999999998,18.107033648940536,forward
2017-03-09,2017-03-14,2365.449951171875,131.07999999999998,18.045849490172987,forward
2017-03-09,2017-03-15,2385.260009765625,131.07999999999998,18.1969790186575,forward
2017-03-09,2017-03-16,2381.3798828125,131.07999999999998,18.167377806015413,forward
2017-03-17,2017-03-17,2378.25,130.88,18.17122555012225,forward
2017-03-17,2017-03-20,2373.469970703125,130.88,18.134703321386958,forward
2017-03-17,2017-03-21,2344.02001953125,130.88,17.90968841328889,forward
2017-03-17,2017-03-22,2348.449951171875,130.88,17.943535690494155,forward
2017-03-17,2017-03-23,2345.9599609375,130.88,17.924510703984566,forward
2017-03-24,2017-03-24,2343.97998046875,130.82,17.917596548453982,forward
2017-03-24,2017-03-27,2341.590087890625,130.82,17.8993279918256,forward
2017-03-24,2017-03-28,2358.570068359375,130.82,18.02912450970322,forward
2017-03-24,2017-03-29,2361.1298828125,130.82,18.04869196462697,forward
2017-03-24,2017-03-30,2368.06005859375,130.82,18.101666859759593,forward
2017-03-31,2017-03-31,2362.719970703125,130.92,18.047051410809082,forward
2017-03-31,2017-04-03,2358.840087890625,135.01,17.47159534768258,forward
2017-03-31,2017-04-04,2360.159912109375,135.01,17.48137109924728,forward
2017-03-31,2017-04-05,2352.949951171875,135.01,17.42796793698152,forward
2017-03-31,2017-04-06,2357.489990234375,135.01,17.461595365042406,forward
2017-04-07,2017-04-07,2355.5400390625,134.97,17.452323027802475,forward
2017-04-07,2017-04-10,2357.159912109375,134.97,17.464324754459323,forward
2017-04-07,2017-04-11,2353.780029296875,134.97,17.43928302064811,forward
2017-04-07,2017-04-12,2344.929931640625,134.97,17.37371217041287,forward
2017-04-07,2017-04-13,2328.949951171875,134.97,17.255315634377084,forward
2017-04-14,2017-04-17,2349.010009765625,135.15,17.380762188424896,forward
2017-04-14,2017-04-18,2342.18994140625,135.15,17.330299233490564,forward
2017-04-14,2017-04-19,2338.169921875,135.15,17.3005543608953,forward
2017-04-14,2017-04-20,2355.840087890625,135.15,17.431299207477803,forward
2017-04-14,2017-04-21,2348.68994140625,135.15,17.37839394307251,forward
2017-04-14,2017-04-24,2374.14990234375,135.15,17.566776931881243,forward
2017-04-14,2017-04-25,2388.610107421875,135.15,17.673770680147058,forward
2017-04-14,2017-04-26,2387.449951171875,135.15,17.66518646816038,forward
2017-04-14,2017-04-27,2388.77001953125,135.15,17.674953899602293,forward
2017-04-28,2017-04-28,2384.199951171875,135.07999999999998,17.650280953300825,forward
2017-04-28,2017-05-01,2388.330078125,135.07999999999998,17.680856367522953,forward
2017-04-28,2017-05-02,2391.169921875,135.07999999999998,17.701879788828844,forward
2017-04-28,2017-05-03,2388.1298828125,135.07999999999998,17.679374317534055,forward
2017-04-28,2017-05-04,2389.52001953125,135.07999999999998,17.689665528066705,forward
2017-05-05,2017-05-05,2399.2900390625,135.06,17.764623419683844,forward
2017-05-05,2017-05-08,2399.3798828125,135.06,17.76528863329261,forward
2017-05-05,2017-05-09,2396.919921875,135.06,17.747074795461277,forward
2017-05-05,2017-05-10,2399.6298828125,135.06,17.76713966246483,forward
2017-05-05,2017-05-11,2394.43994140625,135.06,17.72871273068451,forward
2017-05-05,2017-05-12,2390.89990234375,135.06,17.70250186838257,forward
2017-05-05,2017-05-15,2402.320068359375,135.06,17.78705811016863,forward
2017-05-05,2017-05-16,2400.669921875,135.06,17.77484023304457,forward
2017-05-05,2017-05-17,2357.030029296875,135.06,17.45172537610599,forward
2017-05-05,2017-05-18,2365.719970703125,135.06,17.516066716297384,forward
2017-05-19,2017-05-19,2381.72998046875,134.73,17.677799899567656,forward
2017-05-19,2017-05-22,2394.02001953125,134.73,17.769019665488386,forward
2017-05-19,2017-05-23,2398.419921875,134.73,17.80167684906851,forward
2017-05-19,2017-05-24,2404.389892578125,134.73,17.845987475529764,forward
2017-05-19,2017-05-25,2415.070068359375,134.73,17.92525843063442,forward
2017-05-26,2017-05-26,2415.820068359375,134.82999999999998,17.917526280200068,forward
2017-05-26,2017-05-30,2412.909912109375,134.82999999999998,17.8959423875204,forward
2017-05-26,2017-05-31,2411.800048828125,134.82999999999998,17.887710812342394,forward
2017-05-26,2017-06-01,2430.06005859375,134.82999999999998,18.023140685261072,forward
2017-06-02,2017-06-02,2439.070068359375,134.79,18.095333988866944,forward
2017-06-02,2017-06-05,2436.10009765625,134.79,18.073299930679205,forward
2017-06-02,2017-06-06,2429.330078125,134.79,18.023073507864087,forward
2017-06-02,2017-06-07,2433.139892578125,134.79,18.051338323155466,forward
2017-06-02,2017-06-08,2433.7900390625,134.79,18.05616172611099,forward
2017-06-09,2017-06-09,2431.77001953125,134.75,18.046530757189238,forward
2017-06-09,2017-06-12,2429.389892578125,134.75,18.028867477388683,forward
2017-06-09,2017-06-13,2440.35009765625,134.75,18.11020480635436,forward
2017-06-09,2017-06-14,2437.919921875,134.75,18.092170106679035,forward
2017-06-09,2017-06-15,2432.4599609375,134.75,18.05165091604824,forward
2017-06-16,2017-06-16,2433.14990234375,134.71,18.062132746965702,forward
2017-06-16,2017-06-19,2453.4599609375,134.71,18.212901499053523,forward
2017-06-16,2017-06-20,2437.030029296875,134.71,18.090936302404238,forward
2017-06-16,2017-06-21,2435.610107421875,134.71,18.080395719856543,forward
2017-06-16,2017-06-22,2434.5,134.71,18.072154999628832,forward
2017-06-23,2017-06-23,2438.300048828125,134.74,18.096334042067127,forward
2017-06-23,2017-06-26,2439.070068359375,134.74,18.102048896833715,forward
2017-06-23,2017-06-27,2419.3798828125,134.74,17.95591422600935,forward
2017-06-23,2017-06-28,2440.68994140625,134.74,18.114071110332862,forward
2017-06-23,2017-06-29,2419.699951171875,134.74,17.95828967768944,forward
2017-06-30,2017-06-30,2423.409912109375,134.73,17.987158851847216,forward
2017-06-30,2017-07-03,2429.010009765625,139.14,17.457309255179137,forward
2017-06-30,2017-07-05,2432.5400390625,139.14,17.48267959653946,forward
2017-06-30,2017-07-06,2409.75,139.14,17.31888745148771,forward
2017-07-07,2017-07-07,2425.179931640625,139.14000000000001,17.429782461122787,forward
2017-07-07,2017-07-10,2427.429931640625,139.14000000000001,17.445953224382816,forward
2017-07-07,2017-07-11,2425.530029296875,139.14000000000001,17.432298615041503,forward
2017-07-07,2017-07-12,2443.25,139.14000000000001,17.55965214891476,forward
2017-07-07,2017-07-13,2447.830078125,139.14000000000001,17.592569197391114,forward
2017-07-14,2017-07-14,2459.27001953125,138.88,17.707877444781467,forward
2017-07-14,2017-07-17,2459.139892578125,138.88,17.706940470752627,forward
2017-07-14,2017-07-18,2460.610107421875,138.88,17.717526695145988,forward
2017-07-14,2017-07-19,2473.830078125,138.88,17.812716576360888,forward
2017-07-14,2017-07-20,2473.449951171875,138.88,17.809979487124675,forward
2017-07-21,2017-07-21,2472.5400390625,138.37,17.869047040995156,forward
2017-07-21,2017-07-24,2469.909912109375,138.37,17.850039113314843,forward
2017-07-21,2017-07-25,2477.1298828125,138.37,17.902217842108115,forward
2017-07-21,2017-07-26,2477.830078125,138.37,17.907278153682157,forward
2017-07-21,2017-07-27,2475.419921875,138.37,17.889859954289225,forward
2017-07-28,2017-07-28,2472.10009765625,138.54,17.843944692191787,forward
2017-07-28,2017-07-31,2470.300048828125,138.54,17.830951702238526,forward
2017-07-28,2017-08-01,2476.35009765625,138.54,17.87462175296846,forward
2017-07-28,2017-08-02,2477.570068359375,138.54,17.88342766247564,forward
2017-07-28,2017-08-03,2472.159912109375,138.54,17.84437644080681,forward
2017-08-04,2017-08-04,2476.830078125,138.26999999999998,17.912996876582053,forward
2017-08-04,2017-08-07,2480.909912109375,138.26999999999998,17.94250316127414,forward
2017-08-04,2017-08-08,2474.919921875,138.26999999999998,17.899182193353585,forward
2017-08-04,2017-08-09,2474.02001953125,138.26999999999998,17.892673895503364,forward
2017-08-04,2017-08-10,2438.2099609375,138.26999999999998,17.633687429937805,forward
2017-08-11,2017-08-11,2441.320068359375,138.05,17.684317771527525,forward
2017-08-11,2017-08-14,2465.840087890625,138.05,17.861934718512313,forward
2017-08-11,2017-08-15,2464.610107421875,138.05,17.853025044707532,forward
2017-08-11,2017-08-16,2468.110107421875,138.05,17.878378177630385,forward
2017-08-11,2017-08-17,2430.010009765625,138.05,17.60239050898678,forward
2017-08-11,2017-08-18,2425.550048828125,138.05,17.57008365684987,forward
2017-08-11,2017-08-21,2428.3701171875,138.05,17.590511533411807,forward
2017-08-11,2017-08-22,2452.510009765625,138.05,17.76537493491941,forward
2017-08-11,2017-08-23,2444.0400390625,138.05,17.70402056546541,forward
2017-08-11,2017-08-24,2438.969970703125,138.05,17.667294246310213,forward
2017-08-11,2017-08-25,2443.050048828125,138.05,17.696849321464143,forward
2017-08-11,2017-08-28,2444.239990234375,138.05,17.705468962219303,forward
2017-08-11,2017-08-29,2446.300048828125,138.05,17.72039151632108,forward
2017-08-11,2017-08-30,2457.590087890625,138.05,17.802173762337013,forward
2017-08-11,2017-08-31,2471.64990234375,138.05,17.904019575108656,forward
2017-09-01,2017-09-01,2476.550048828125,138.10999999999999,17.931721445428465,forward
2017-09-01,2017-09-05,2457.85009765625,138.10999999999999,17.796322479590547,forward
2017-09-01,2017-09-06,2465.5400390625,138.10999999999999,17.852002310205634,forward
2017-09-01,2017-09-07,2465.10009765625,138.10999999999999,17.84881686812143,forward
2017-09-08,2017-09-08,2461.429931640625,138.11,17.822242644563207,forward
2017-09-08,2017-09-11,2488.110107421875,138.11,18.015423267119505,forward
2017-09-08,2017-09-12,2496.47998046875,138.11,18.07602621438527,forward
2017-09-08,2017-09-13,2498.3701171875,138.11,18.08971194835638,forward
2017-09-08,2017-09-14,2495.6201171875,138.11,18.06980028374122,forward
2017-09-15,2017-09-15,2500.22998046875,137.94,18.125489201600335,forward
2017-09-15,2017-09-18,2503.8701171875,137.94,18.151878477508337,forward
2017-09-15,2017-09-19,2506.64990234375,137.94,18.172030610002537,forward
2017-09-15,2017-09-20,2508.239990234375,137.94,18.183557997929352,forward
2017-09-15,2017-09-21,2500.60009765625,137.94,18.12817237680332,forward
2017-09-22,2017-09-22,2502.219970703125,137.6,18.184738159179688,forward
2017-09-22,2017-09-25,2496.659912109375,137.6,18.14433075660883,forward
2017-09-22,2017-09-26,2496.840087890625,137.6,18.14564017362373,forward
2017-09-22,2017-09-27,2507.0400390625,137.6,18.219767725744912,forward
2017-09-22,2017-09-28,2510.06005859375,137.6,18.24171554210574,forward
2017-09-29,2017-09-29,2519.360107421875,137.72,18.293349603702257,forward
2017-09-29,2017-10-02,2529.1201171875,141.88,17.825769080825346,forward
2017-09-29,2017-10-03,2534.580078125,141.88,17.864252030765435,forward
2017-09-29,2017-10-04,2537.739990234375,141.88,17.886523754118798,forward
2017-09-29,2017-10-05,2552.070068359375,141.88,17.987525150545356,forward
2017-10-06,2017-10-06,2549.330078125,141.93,17.96188316863947,forward
2017-10-06,2017-10-09,2544.72998046875,141.93,17.92947213745332,forward
2017-10-06,2017-10-10,2550.639892578125,141.93,17.971111763391285,forward
2017-10-06,2017-10-11,2555.239990234375,141.93,18.00352279457743,forward
2017-10-06,2017-10-12,2550.929931640625,141.93,17.973155299377332,forward
2017-10-13,2017-10-13,2553.169921875,141.92,17.990205199231962,forward
2017-10-13,2017-10-16,2557.639892578125,141.92,18.021701610612496,forward
2017-10-13,2017-10-17,2559.360107421875,141.92,18.033822628395402,forward
2017-10-13,2017-10-18,2561.260009765625,141.92,18.04720976441393,forward
2017-10-13,2017-10-19,2562.10009765625,141.92,18.05312921121935,forward
2017-10-20,2017-10-20,2575.2099609375,142.15,18.116144642543087,forward
2017-10-20,2017-10-23,2564.97998046875,142.15,18.04417854708934,forward
2017-10-20,2017-10-24,2569.1298828125,142.15,18.07337237293352,forward
2017-10-20,2017-10-25,2557.14990234375,142.15,17.989095338330987,forward
2017-10-20,2017-10-26,2560.39990234375,142.15,18.01195851103588,forward
2017-10-27,2017-10-27,2581.070068359375,141.83,18.198336518080623,forward
2017-10-27,2017-10-30,2572.830078125,141.83,18.14023886430938,forward
2017-10-27,2017-10-31,2575.260009765625,141.83,18.157371569947294,forward
2017-10-27,2017-11-01,2579.360107421875,141.83,18.18628010591465,forward
2017-10-27,2017-11-02,2579.85009765625,141.83,18.189734877361982,forward
2017-10-27,2017-11-03,2587.840087890625,141.83,18.24606985750987,forward
2017-10-27,2017-11-06,2591.1298828125,141.83,18.269265196449975,forward
2017-10-27,2017-11-07,2590.639892578125,141.83,18.26581042500264,forward
2017-10-27,2017-11-08,2594.3798828125,141.83,18.29217995355355,forward
2017-10-27,2017-11-09,2584.6201171875,141.83,18.223366827804412,forward
2017-11-10,2017-11-10,2582.300048828125,142.34,18.141773562091647,forward
2017-11-10,2017-11-13,2584.840087890625,142.34,18.159618433965328,forward
2017-11-10,2017-11-14,2578.8701171875,142.34,18.117676810366024,forward
2017-11-10,2017-11-15,2564.6201171875,142.34,18.017564403453,forward
2017-11-10,2017-11-16,2585.639892578125,142.34,18.165237407461888,forward
2017-11-17,2017-11-17,2578.85009765625,142.25,18.12899892904218,forward
2017-11-17,2017-11-20,2582.139892578125,142.25,18.152125782623024,forward
2017-11-17,2017-11-21,2599.030029296875,142.25,18.27086136588313,forward
2017-11-17,2017-11-22,2597.080078125,142.25,18.257153449033392,forward
2017-11-24,2017-11-24,2602.419921875,142.34,18.28312436332022,forward
2017-11-24,2017-11-27,2601.419921875,142.34,18.276098931256147,forward
2017-11-24,2017-11-28,2627.0400390625,142.34,18.45609132403049,forward
2017-11-24,2017-11-29,2626.070068359375,142.34,18.449276860751546,forward
2017-11-24,2017-11-30,2647.580078125,142.34,18.600393973057468,forward
2017-12-01,2017-12-01,2642.219970703125,142.35,18.56143288165174,forward
2017-12-01,2017-12-04,2639.43994140625,142.35,18.541903346724624,forward
2017-12-01,2017-12-05,2629.570068359375,142.35,18.472568095253777,forward
2017-12-01,2017-12-06,2629.27001953125,142.35,18.470460270679663,forward
2017-12-01,2017-12-07,2636.97998046875,142.35,18.524622272348086,forward
2017-12-08,2017-12-08,2651.5,142.51,18.605711879868082,forward
2017-12-08,2017-12-11,2659.989990234375,142.51,18.665286578025228,forward
2017-12-08,2017-12-12,2664.110107421875,142.51,18.69419765224809,forward
2017-12-08,2017-12-13,2662.85009765625,142.51,18.685356098914113,forward
2017-12-14,2017-12-14,2652.010009765625,142.54,18.60537399863635,forward
2017-12-14,2017-12-15,2675.81005859375,142.54,18.772345016091975,forward
2017-12-14,2017-12-18,2690.159912109375,142.54,18.873017483579172,forward
2017-12-14,2017-12-19,2681.469970703125,142.54,18.812052551586397,forward
2017-12-14,2017-12-20,2679.25,142.54,18.79647818156307,forward
2017-12-14,2017-12-21,2684.570068359375,142.54,18.83380151788533,forward
2017-12-22,2017-12-22,2683.340087890625,142.98000000000002,18.76724078815656,forward
2017-12-22,2017-12-26,2680.5,142.98000000000002,18.747377255560217,forward
2017-12-22,2017-12-27,2682.6201171875,142.98000000000002,18.762205323734086,forward
2017-12-22,2017-12-28,2687.5400390625,142.98000000000002,18.796615184378933,forward
2017-12-22,2017-12-29,2673.610107421875,142.98000000000002,18.69918944902696,forward
2017-12-22,2018-01-02,2695.81005859375,146.99,18.340091561288183,forward
2017-12-22,2018-01-03,2713.06005859375,146.99,18.457446483391728,forward
2017-12-22,2018-01-04,2723.989990234375,146.99,18.531804818248688,forward
2017-12-22,2018-01-05,2743.14990234375,146.99,18.662153223646165,forward
2017-12-22,2018-01-08,2747.7099609375,146.99,18.693176140808898,forward
2017-12-22,2018-01-09,2751.2900390625,146.99,18.717532070634057,forward
2017-12-22,2018-01-10,2748.22998046875,146.99,18.696713929306416,forward
2017-12-22,2018-01-11,2767.56005859375,146.99,18.828220005400027,forward
2018-01-12,2018-01-12,2786.239990234375,150.34,18.532925304206298,forward
2018-01-12,2018-01-16,2776.419921875,150.34,18.467606238359718,forward
2018-01-12,2018-01-17,2802.56005859375,150.34,18.641479703297524,forward
2018-01-12,2018-01-18,2798.030029296875,150.34,18.61134780695008,forward
2018-01-19,2018-01-19,2810.300048828125,151.98,18.49124916981264,forward
2018-01-19,2018-01-22,2832.969970703125,151.98,18.64041301949681,forward
2018-01-19,2018-01-23,2839.1298828125,151.98,18.680944090094094,forward
2018-01-19,2018-01-24,2837.5400390625,151.98,18.670483215307936,forward
2018-01-25,2018-01-25,2839.25,153.34,18.516042780748663,forward
2018-01-25,2018-01-26,2872.8701171875,153.34,18.735294881880137,forward
2018-01-25,2018-01-29,2853.530029296875,153.34,18.609169357616246,forward
2018-01-25,2018-01-30,2822.429931640625,153.34,18.40635145194095,forward
2018-01-25,2018-01-31,2823.81005859375,153.34,18.41535188857278,forward
2018-01-25,2018-02-01,2821.97998046875,153.34,18.403417115356397,forward
2018-02-02,2018-02-02,2762.1298828125,156.14,17.690085069889204,forward
2018-02-02,2018-02-05,2648.93994140625,156.14,16.965159097004292,forward
2018-02-02,2018-02-06,2695.139892578125,156.14,17.261047089651115,forward
2018-02-02,2018-02-07,2681.659912109375,156.14,17.174714436463272,forward
2018-02-02,2018-02-08,2581.0,156.14,16.530037146150892,forward
2018-02-09,2018-02-09,2619.550048828125,157.45,16.637345499067166,forward
2018-02-09,2018-02-12,2656.0,157.45,16.868847253096224,forward
2018-02-09,2018-02-13,2662.93994140625,157.45,16.91292436587012,forward
2018-02-09,2018-02-14,2698.6298828125,157.45,17.13959912869165,forward
2018-02-09,2018-02-15,2731.199951171875,157.45,17.346458883276437,forward
2018-02-16,2018-02-16,2732.219970703125,157.93,17.3001961039899,forward
2018-02-16,2018-02-20,2716.260009765625,157.93,17.19913892082331,forward
2018-02-16,2018-02-21,2701.330078125,157.93,17.10460379994301,forward
2018-02-16,2018-02-22,2703.9599609375,157.93,17.12125600542962,forward
2018-02-23,2018-02-23,2747.300048828125,158.11,17.375877862425682,forward
2018-02-23,2018-02-26,2779.60009765625,158.11,17.580166325066408,forward
2018-02-23,2018-02-27,2744.280029296875,158.11,17.356777112749825,forward
2018-02-23,2018-02-28,2713.830078125,158.11,17.164189982448928,forward
2018-02-23,2018-03-01,2677.669921875,158.11,16.935487457308202,forward
2018-03-02,2018-03-02,2691.25,158.26,17.00524453431063,forward
2018-03-02,2018-03-05,2720.93994140625,158.26,17.19284684320896,forward
2018-03-02,2018-03-06,2728.1201171875,158.26,17.238216335065715,forward
2018-03-02,2018-03-07,2726.800048828125,158.26,17.229875197953525,forward
2018-03-02,2018-03-08,2738.969970703125,158.26,17.306773478472927,forward
2018-03-09,2018-03-09,2786.570068359375,158.4,17.591982754794035,forward
2018-03-09,2018-03-12,2783.02001953125,158.4,17.56957083037405,forward
2018-03-09,2018-03-13,2765.31005859375,158.4,17.457765521425188,forward
2018-03-09,2018-03-14,2749.47998046875,158.4,17.357828159524935,forward
2018-03-09,2018-03-15,2747.330078125,158.4,17.344255543718432,forward
2018-03-16,2018-03-16,2752.010009765625,158.46,17.36722207349252,forward
2018-03-16,2018-03-19,2712.919921875,158.46,17.120534657800075,forward
2018-03-16,2018-03-20,2716.93994140625,158.46,17.14590395939827,forward
2018-03-16,2018-03-21,2711.929931640625,158.46,17.114287085956235,forward
2018-03-16,2018-03-22,2643.68994140625,158.46,16.68364218986653,forward
2018-03-23,2018-03-23,2588.260009765625,158.17,16.363785861829836,forward
2018-03-23,2018-03-26,2658.550048828125,158.17,16.808181379706173,forward
2018-03-23,2018-03-27,2612.6201171875,158.17,16.5177980475912,forward
2018-03-23,2018-03-28,2605.0,158.17,16.46962129354492,forward
2018-03-29,2018-03-29,2640.8701171875,158.29,16.683745765288396,forward
2018-03-29,2018-04-02,2581.8798828125,162.17,15.920823104227047,forward
2018-03-29,2018-04-03,2614.449951171875,162.17,16.121662151889222,forward
2018-03-29,2018-04-04,2644.68994140625,162.17,16.308133078906394,forward
2018-03-29,2018-04-05,2662.840087890625,162.17,16.420053572736172,forward
2018-04-06,2018-04-06,2604.469970703125,161.79,16.097842701669602,forward
2018-04-06,2018-04-09,2613.159912109375,161.79,16.151553940969002,forward
2018-04-06,2018-04-10,2656.8701171875,161.79,16.421720237267447,forward
2018-04-06,2018-04-11,2642.18994140625,161.79,16.330984247519932,forward
2018-04-06,2018-04-12,2663.989990234375,161.79,16.46572711684514,forward
2018-04-13,2018-04-13,2656.300048828125,162.09,16.38780954302008,forward
2018-04-13,2018-04-16,2677.840087890625,162.09,16.52069891967811,forward
2018-04-13,2018-04-17,2706.389892578125,162.09,16.696834428885957,forward
2018-04-13,2018-04-18,2708.639892578125,162.09,16.710715606009778,forward
2018-04-13,2018-04-19,2693.1298828125,162.09,16.61502796478808,forward
2018-04-20,2018-04-20,2670.139892578125,162.28,16.453906165751324,forward
2018-04-20,2018-04-23,2670.2900390625,162.28,16.45483139673712,forward
2018-04-20,2018-04-24,2634.56005859375,162.28,16.234656510930183,forward
2018-04-20,2018-04-25,2639.39990234375,162.28,16.26448054192599,forward
2018-04-20,2018-04-26,2666.93994140625,162.28,16.434187462449163,forward
2018-04-27,2018-04-27,2669.909912109375,162.55,16.425160948073668,forward
2018-04-27,2018-04-30,2648.050048828125,162.55,16.29068009122193,forward
2018-04-27,2018-05-01,2654.800048828125,162.55,16.33220577562673,forward
2018-04-27,2018-05-02,2635.669921875,162.55,16.214518129037216,forward
2018-04-27,2018-05-03,2629.72998046875,162.55,16.177975887227007,forward
2018-05-04,2018-05-04,2663.419921875,163.13,16.32697800450561,forward
2018-05-04,2018-05-07,2672.6298828125,163.13,16.383435804649665,forward
2018-05-04,2018-05-08,2671.919921875,163.13,16.379083687090052,forward
2018-05-04,2018-05-09,2697.7900390625,163.13,16.53766958292466,forward
2018-05-04,2018-05-10,2723.070068359375,163.13,16.692638192603294,forward
2018-05-11,2018-05-11,2727.719970703125,163.28,16.705781300239618,forward
2018-05-11,2018-05-14,2730.1298828125,163.28,16.72054068356504,forward
2018-05-11,2018-05-15,2711.449951171875,163.28,16.606136398651856,forward
2018-05-11,2018-05-16,2722.4599609375,163.28,16.67356663974461,forward
2018-05-11,2018-05-17,2720.1298828125,163.28,16.65929619556896,forward
2018-05-18,2018-05-18,2712.969970703125,163.6,16.582946031192698,forward
2018-05-18,2018-05-21,2733.010009765625,163.6,16.705440157491594,forward
2018-05-18,2018-05-22,2724.43994140625,163.6,16.65305587656632,forward
2018-05-18,2018-05-23,2733.2900390625,163.6,16.707151828010392,forward
2018-05-18,2018-05-24,2727.760009765625,163.6,16.67334969294392,forward
2018-05-25,2018-05-25,2721.330078125,163.94,16.599549091893376,forward
2018-05-25,2018-05-29,2689.860107421875,163.94,16.40758879725433,forward
2018-05-25,2018-05-30,2724.010009765625,163.94,16.615896119102263,forward
2018-05-25,2018-05-31,2705.27001953125,163.94,16.501586065214408,forward
2018-06-01,2018-06-01,2734.6201171875,163.83,16.69181540125435,forward
2018-06-01,2018-06-04,2746.8701171875,163.83,16.76658803141976,forward
2018-06-01,2018-06-05,2748.800048828125,163.83,16.778368118342947,forward
2018-06-01,2018-06-06,2772.35009765625,163.83,16.92211498294726,forward
2018-06-01,2018-06-07,2770.3701171875,163.83,16.910029403573827,forward
